,PK,ON_ID,PR_ID,CU_ID,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,DEALSIZE
2144,10378_2,ON221,ON83,CU24,10378,41,119.37,2,4894.17,Shipped,Medium
2145,10390_10,ON191,ON83,CU40,10390,30,82.42,10,2472.6,Shipped,Small
2146,10103_3,ON27,ON84,CU18,10103,31,104.01,3,3224.31,Shipped,Medium
2147,10114_7,ON91,ON84,CU63,10114,32,114.61,7,3667.52,Shipped,Medium
2148,10126_3,ON29,ON84,CU26,10126,43,96.31,3,4141.33,Shipped,Medium
2149,10140_3,ON30,ON84,CU6,10140,26,108.83,3,2829.58,Shipped,Small
2150,10151_10,ON165,ON84,CU61,10151,27,113.65,10,3068.55,Shipped,Medium
2151,10164_1,ON92,ON84,CU64,10164,24,109.79,1,2634.96,Resolved,Small
2152,10175_8,ON93,ON84,CU50,10175,22,110.75999999999999,8,2436.72,Shipped,Small
2153,10184_13,ON166,ON84,CU82,10184,46,100.16,13,4607.36,Shipped,Medium
2154,10194_3,ON35,ON84,CU31,10194,37,97.27,3,3598.99,Shipped,Medium
2155,10207_14,ON94,ON84,CU65,10207,49,80.89999999999999,14,3964.1,Shipped,Medium
2156,10217_3,ON95,ON84,CU66,10217,21,106.9,3,2244.9,Shipped,Small
2157,10229_8,ON96,ON84,CU40,10229,25,111.72,8,2793.0,Shipped,Small
2158,10245_1,ON39,ON84,CU35,10245,37,111.72000000000001,1,4133.64,Shipped,Medium
2159,10259_11,ON97,ON84,CU66,10259,45,86.67999999999999,11,3900.6,Shipped,Medium
2160,10270_1,ON41,ON84,CU21,10270,32,85.72,1,2743.04,Shipped,Small
2161,10281_8,ON98,ON84,CU19,10281,29,82.83000000000001,8,2402.07,Shipped,Small
2162,10291_3,ON43,ON84,CU38,10291,26,83.78999999999999,3,2178.54,Shipped,Small
2163,10305_12,ON99,ON84,CU16,10305,28,112.67999999999999,12,3155.04,Shipped,Medium
2164,10313_6,ON100,ON84,CU32,10313,27,87.64,6,2366.28,Shipped,Small
2165,10324_11,ON153,ON84,CU12,10324,20,98.17999999999999,11,1963.6,Shipped,Small
2166,10335_1,ON291,ON84,CU40,10335,44,107.86999999999999,1,4746.28,Shipped,Medium
2167,10348_3,ON142,ON84,CU26,10348,42,152.07,3,6386.94,Shipped,Medium
2168,10358_1,ON154,ON84,CU24,10358,41,108.0,1,4428.0,Shipped,Medium
2169,10371_1,ON143,ON84,CU40,10371,26,155.54,1,4044.04,Shipped,Medium
2170,10382_6,ON144,ON84,CU40,10382,26,104.17,6,2708.42,Shipped,Small
2171,10411_1,ON53,ON84,CU44,10411,26,111.72,1,2904.72,Shipped,Small
2172,10425_11,ON103,ON84,CU15,10425,41,86.68,11,3553.88,In Process,Medium
2173,10107_8,ON1,ON85,CU1,10107,20,92.9,8,1858.0,Shipped,Small
2174,10120_6,ON55,ON85,CU11,10120,22,111.88000000000001,6,2461.36,Shipped,Small
2175,10133_1,ON250,ON85,CU24,10133,23,114.87,1,2642.01,Shipped,Small
2176,10145_12,ON4,ON85,CU4,10145,33,93.89999999999999,12,3098.7,Shipped,Medium
2177,10168_7,ON6,ON85,CU6,10168,28,115.87,7,3244.36,Shipped,Medium
2178,10188_7,ON8,ON85,CU8,10188,44,98.89,7,4351.16,Shipped,Medium
2179,10210_5,ON56,ON85,CU45,10210,46,79.91,5,3675.86,Shipped,Medium
2180,10223_7,ON11,ON85,CU11,10223,21,117.87,7,2475.27,Shipped,Small
2181,10235_1,ON251,ON85,CU58,10235,41,101.89,1,4177.49,Shipped,Medium
2182,10250_2,ON226,ON85,CU62,10250,31,105.88000000000001,2,3282.28,Shipped,Medium
2183,10263_8,ON14,ON85,CU14,10263,31,79.91,8,2477.21,Shipped,Small
2184,10275_7,ON15,ON85,CU15,10275,23,81.91,7,1883.93,Shipped,Small
2185,10285_12,ON16,ON85,CU16,10285,37,98.89,12,3658.93,Shipped,Medium
2186,10297_2,ON252,ON85,CU76,10297,26,109.88000000000001,2,2856.88,Shipped,Small
2187,10308_5,ON59,ON85,CU48,10308,24,79.91,5,1917.84,Shipped,Small
2188,10318_7,ON19,ON85,CU19,10318,47,112.88,7,5305.36,Shipped,Medium
2189,10329_11,ON20,ON85,CU1,10329,45,63.91,11,2875.95,Shipped,Small
2190,10340_2,ON287,ON85,CU54,10340,55,117.87,2,6482.85,Shipped,Medium
2191,10353_5,ON253,ON85,CU89,10353,46,81.17,5,3733.82,Shipped,Medium
2192,10363_2,ON121,ON85,CU74,10363,50,131.53,2,6576.5,Shipped,Medium
2193,10375_3,ON23,ON85,CU15,10375,37,171.71,3,6353.27,Shipped,Medium
2194,10387_1,ON298,ON85,CU27,10387,44,94.9,1,4175.6,Shipped,Medium
2195,10401_1,ON254,ON85,CU13,10401,49,101.88999999999999,1,4992.61,On Hold,Medium
2196,10416_2,ON236,ON85,CU71,10416,45,105.88000000000001,2,4764.6,Shipped,Medium
2197,10108_13,ON104,ON86,CU67,10108,27,43.45,13,1173.15,Shipped,Small
2198,10122_17,ON105,ON86,CU68,10122,31,44.660000000000004,17,1384.46,Shipped,Small
2199,10135_14,ON106,ON86,CU40,10135,33,40.23,14,1327.59,Shipped,Small
2200,10145_1,ON4,ON86,CU4,10145,31,35.8,1,1109.8,Shipped,Small
2201,10159_9,ON5,ON86,CU5,10159,35,35.4,9,1239.0,Shipped,Small
2202,10169_9,ON108,ON86,CU43,10169,26,39.83,9,1035.58,Shipped,Small
2203,10180_4,ON7,ON86,CU7,10180,34,45.46,4,1545.64,Shipped,Small
2204,10190_1,ON289,ON86,CU24,10190,46,32.99,1,1517.54,Shipped,Small
2205,10211_9,ON10,ON86,CU10,10211,41,42.239999999999995,9,1731.84,Shipped,Small
2206,10224_2,ON149,ON86,CU7,10224,43,39.43,2,1695.49,Shipped,Small
2207,10237_2,ON12,ON86,CU12,10237,26,40.230000000000004,2,1045.98,Shipped,Small
2208,10252_6,ON269,ON86,CU10,10252,36,48.28,6,1738.08,Shipped,Small
2209,10264_4,ON276,ON86,CU59,10264,20,32.589999999999996,4,651.8,Shipped,Small
2210,10276_10,ON116,ON86,CU72,10276,27,36.61,10,988.47,Shipped,Small
2211,10285_1,ON16,ON86,CU16,10285,37,41.029999999999994,1,1518.11,Shipped,Small
2212,10299_4,ON17,ON86,CU17,10299,24,42.24,4,1013.76,Shipped,Small
2213,10310_17,ON119,ON86,CU69,10310,36,43.05,17,1549.8,Shipped,Small
2214,10319_5,ON150,ON86,CU80,10319,29,38.220000000000006,5,1108.38,Shipped,Small
2215,10331_3,ON187,ON86,CU46,10331,28,146.52,3,4102.56,Shipped,Medium
2216,10343_5,ON219,ON86,CU2,10343,29,128.04,5,3713.16,Shipped,Medium
2217,10355_10,ON274,ON86,CU24,10355,38,39.83,10,1513.54,Shipped,Small
2218,10364_1,ON299,ON86,CU68,10364,48,48.28,1,2317.44,Shipped,Small
2219,10378_1,ON221,ON86,CU24,10378,40,82.46000000000001,1,3298.4,Shipped,Medium
2220,10390_11,ON191,ON86,CU40,10390,41,44.56,11,1826.96,Shipped,Small
2221,10403_2,ON25,ON86,CU23,10403,30,40.230000000000004,2,1206.9,Shipped,Small
2222,10104_11,ON151,ON87,CU24,10104,35,47.620000000000005,11,1666.7,Shipped,Small
2223,10114_2,ON91,ON87,CU63,10114,28,55.730000000000004,2,1560.44,Shipped,Small
2224,10127_13,ON125,ON87,CU75,10127,45,51.95,13,2337.75,Shipped,Small
2225,10141_7,ON164,ON87,CU74,10141,24,45.99,7,1103.76,Shipped,Small
2226,10151_5,ON165,ON87,CU61,10151,41,63.849999999999994,5,2617.85,Shipped,Small
2227,10165_14,ON128,ON87,CU27,10165,48,45.99,14,2207.52,Shipped,Small
2228,10175_3,ON93,ON87,CU50,10175,50,63.31,3,3165.5,Shipped,Medium
2229,10184_8,ON166,ON87,CU82,10184,33,62.769999999999996,8,2071.41,Shipped,Small
2230,10195_8,ON167,ON87,CU48,10195,32,43.29,8,1385.28,Shipped,Small
2231,10207_9,ON94,ON87,CU65,10207,27,60.059999999999995,9,1621.62,Shipped,Small
2232,10219_4,ON168,ON87,CU83,10219,35,55.190000000000005,4,1931.65,Shipped,Small
2233,10229_3,ON96,ON87,CU40,10229,23,54.11,3,1244.53,Shipped,Small
2234,10246_7,ON169,ON87,CU24,10246,35,48.7,7,1704.5,Shipped,Small
2235,10259_6,ON97,ON87,CU66,10259,40,43.83,6,1753.2,Shipped,Small
2236,10271_7,ON170,ON87,CU40,10271,35,47.620000000000005,7,1666.7,Shipped,Small
2237,10281_3,ON98,ON87,CU19,10281,31,55.190000000000005,3,1710.89,Shipped,Small
2238,10292_10,ON171,ON87,CU1,10292,50,46.53,10,2326.5,Shipped,Small
2239,10305_7,ON99,ON87,CU16,10305,40,57.9,7,2316.0,Shipped,Small
2240,10313_1,ON100,ON87,CU32,10313,38,45.449999999999996,1,1727.1,Shipped,Small
2241,10325_3,ON82,ON87,CU18,10325,38,232.74,3,8844.12,Shipped,Large
2242,10335_3,ON291,ON87,CU40,10335,40,60.6,3,2424.0,Shipped,Small
2243,10349_1,ON160,ON87,CU75,10349,33,46.53,1,1535.49,Shipped,Small
2244,10359_3,ON85,ON87,CU2,10359,36,176.63,3,6358.68,Shipped,Medium
2245,10371_2,ON143,ON87,CU40,10371,20,66.47,2,1329.4,Shipped,Small
2246,10383_5,ON246,ON87,CU24,10383,32,53.18,5,1701.76,Shipped,Small
2247,10394_3,ON267,ON87,CU24,10394,36,62.769999999999996,3,2259.72,Shipped,Small
2248,10412_7,ON172,ON87,CU24,10412,19,48.699999999999996,7,925.3,Shipped,Small
2249,10425_6,ON103,ON87,CU15,10425,11,43.83,6,482.13,In Process,Small
2250,10104_4,ON151,ON88,CU24,10104,49,65.87,4,3227.63,Shipped,Medium
2251,10116_1,ON300,ON88,CU91,10116,27,63.38,1,1711.26,Shipped,Small
2252,10127_6,ON125,ON88,CU75,10127,29,70.84,6,2054.36,Shipped,Small
2253,10142_16,ON126,ON88,CU40,10142,42,74.57000000000001,16,3131.94,Shipped,Medium
2254,10152_2,ON281,ON88,CU29,10152,33,50.949999999999996,2,1681.35,Shipped,Small
2255,10165_7,ON128,ON88,CU27,10165,44,53.440000000000005,7,2351.36,Shipped,Small
2256,10176_6,ON129,ON88,CU71,10176,22,64.0,6,1408.0,Shipped,Small
2257,10184_1,ON166,ON88,CU82,10184,48,50.949999999999996,1,2445.6,Shipped,Small
2258,10195_1,ON167,ON88,CU48,10195,33,54.68,1,1804.44,Shipped,Small
2259,10207_2,ON94,ON88,CU65,10207,45,56.55,2,2544.75,Shipped,Small
2260,10220_6,ON133,ON88,CU76,10220,20,52.82000000000001,6,1056.4,Shipped,Small
2261,10230_4,ON152,ON88,CU73,10230,46,60.9,4,2801.4,Shipped,Small
2262,10247_6,ON135,ON88,CU74,10247,40,49.71,6,1988.4,Shipped,Small
2263,10272_6,ON136,ON88,CU19,10272,45,64.63,6,2908.35,Shipped,Small
2264,10282_9,ON137,ON88,CU40,10282,36,59.650000000000006,9,2147.4,Shipped,Small
2265,10292_3,ON171,ON88,CU1,10292,31,67.73,3,2099.63,Shipped,Small
2266,10306_17,ON139,ON88,CU78,10306,46,50.33,17,2315.18,Shipped,Small
2267,10314_9,ON140,ON88,CU79,10314,35,66.49000000000001,9,2327.15,Shipped,Small
2268,10325_2,ON82,ON88,CU18,10325,28,192.04999999999998,2,5377.4,Shipped,Medium
2269,10336_9,ON141,ON88,CU63,10336,31,84.71000000000001,9,2626.01,Shipped,Small
2270,10350_14,ON84,ON88,CU24,10350,27,163.2,14,4406.4,Shipped,Medium
2271,10359_1,ON85,ON88,CU2,10359,22,195.51000000000002,1,4301.22,Shipped,Medium
2272,10371_11,ON143,ON88,CU40,10371,30,99.55,11,2986.5,Shipped,Small
2273,10383_8,ON246,ON88,CU24,10383,44,36.07,8,1587.08,Shipped,Small
2274,10394_4,ON267,ON88,CU24,10394,30,60.28,4,1808.4,Shipped,Small
2275,10413_6,ON145,ON88,CU14,10413,24,49.71,6,1193.04,Shipped,Small
2276,10103_7,ON27,ON89,CU18,10103,45,75.63,7,3403.35,Shipped,Medium
2277,10113_1,ON146,ON89,CU40,10113,23,68.52,1,1575.96,Shipped,Small
2278,10126_7,ON29,ON89,CU26,10126,26,62.7,7,1630.2,Shipped,Small
2279,10140_7,ON30,ON89,CU6,10140,28,60.76,7,1701.28,Shipped,Small
2280,10150_4,ON31,ON89,CU27,10150,49,58.18000000000001,4,2850.82,Shipped,Small
2281,10164_5,ON92,ON89,CU64,10164,49,54.94,5,2692.06,Resolved,Small
2282,10175_12,ON93,ON89,CU50,10175,29,74.98,12,2174.42,Shipped,Small
2283,10183_4,ON34,ON89,CU30,10183,49,64.64,4,3167.36,Shipped,Medium
2284,10194_7,ON35,ON89,CU31,10194,39,54.94,7,2142.66,Shipped,Small
2285,10206_2,ON36,ON89,CU32,10206,36,58.82,2,2117.52,Shipped,Small
2286,10217_7,ON95,ON89,CU66,10217,39,62.05,7,2419.95,Shipped,Small
2287,10229_12,ON96,ON89,CU40,10229,30,73.03999999999999,12,2191.2,Shipped,Small
2288,10245_5,ON39,ON89,CU35,10245,44,69.16,5,3043.04,Shipped,Medium
2289,10258_2,ON40,ON89,CU36,10258,20,61.410000000000004,2,1228.2,Shipped,Small
2290,10270_5,ON41,ON89,CU21,10270,21,63.349999999999994,5,1330.35,Shipped,Small
2291,10281_12,ON98,ON89,CU19,10281,36,77.57,12,2792.52,Shipped,Small
2292,10291_7,ON43,ON89,CU38,10291,32,71.75,7,2296.0,Shipped,Small
2293,10304_2,ON44,ON89,CU39,10304,36,73.04,2,2629.44,Shipped,Small
2294,10313_10,ON100,ON89,CU32,10313,34,56.24,10,1912.16,Shipped,Small
2295,10324_4,ON153,ON89,CU12,10324,48,171.03,4,8209.44,Shipped,Large
2296,10333_4,ON47,ON89,CU9,10333,33,73.69,4,2431.77,Shipped,Small
2297,10348_5,ON142,ON89,CU26,10348,31,101.28999999999999,5,3139.99,Shipped,Medium
2298,10358_2,ON154,ON89,CU24,10358,36,157.49,2,5669.64,Shipped,Medium
2299,10370_3,ON102,ON89,CU43,10370,25,126.41,3,3160.25,Shipped,Medium
2300,10382_8,ON144,ON89,CU40,10382,48,141.66,8,6799.68,Shipped,Medium
2301,10411_5,ON53,ON89,CU44,10411,27,69.16,5,1867.32,Shipped,Small
2302,10424_2,ON54,ON89,CU24,10424,44,61.41,2,2702.04,In Process,Small
2303,10106_5,ON223,ON90,CU87,10106,33,72.92,5,2406.36,Shipped,Small
2304,10120_11,ON55,ON90,CU11,10120,29,72.23,11,2094.67,Shipped,Small
2305,10133_6,ON250,ON90,CU24,10133,49,57.1,6,2797.9,Shipped,Small
2306,10144_1,ON301,ON90,CU91,10144,20,81.86,1,1637.2,Shipped,Small
2307,10168_12,ON6,ON90,CU6,10168,31,73.61,12,2281.91,Shipped,Small
2308,10210_10,ON56,ON90,CU45,10210,39,59.16,10,2307.24,Shipped,Small
2309,10223_12,ON11,ON90,CU11,10223,20,66.03999999999999,12,1320.8,Shipped,Small
2310,10235_6,ON251,ON90,CU58,10235,34,77.73,6,2642.82,Shipped,Small
2311,10250_7,ON226,ON90,CU62,10250,50,61.22,7,3061.0,Shipped,Medium
2312,10262_2,ON227,ON90,CU24,10262,40,79.11,2,3164.4,Cancelled,Medium
2313,10275_12,ON15,ON90,CU15,10275,28,63.970000000000006,12,1791.16,Shipped,Small
2314,10284_4,ON229,ON90,CU86,10284,50,81.86,4,4093.0,Shipped,Medium
2315,10297_7,ON252,ON90,CU76,10297,28,79.8,7,2234.4,Shipped,Small
2316,10308_10,ON59,ON90,CU48,10308,46,66.04,10,3037.84,Shipped,Medium
2317,10316_2,ON81,ON90,CU60,10316,24,59.16,2,1419.84,Shipped,Small
2318,10328_5,ON279,ON90,CU87,10328,24,81.17,5,1948.08,Shipped,Small
2319,10340_3,ON287,ON90,CU54,10340,39,59.16,3,2307.24,Shipped,Small
2320,10353_7,ON253,ON90,CU89,10353,40,44.510000000000005,7,1780.4,Shipped,Small
2321,10361_2,ON22,ON90,CU21,10361,49,72.33,2,3544.17,Shipped,Medium
2322,10375_4,ON23,ON90,CU15,10375,44,82.26,4,3619.44,Shipped,Medium
2323,10388_8,ON24,ON90,CU22,10388,35,111.97,8,3918.95,Shipped,Medium
2324,10398_4,ON235,ON90,CU2,10398,22,67.41,4,1483.02,Shipped,Small
2325,10401_6,ON254,ON90,CU13,10401,62,77.73,6,4819.26,On Hold,Medium
2326,10416_7,ON236,ON90,CU71,10416,26,61.22,7,1591.72,Shipped,Small
2327,10108_16,ON104,ON91,CU67,10108,31,118.38000000000001,16,3669.78,Shipped,Medium
2328,10121_3,ON2,ON91,CU2,10121,25,86.74,3,2168.5,Shipped,Small
2329,10135_17,ON106,ON91,CU40,10135,30,89.8,17,2694.0,Shipped,Small
2330,10145_4,ON4,ON91,CU4,10145,27,120.42,4,3251.34,Shipped,Medium
2331,10159_12,ON5,ON91,CU5,10159,23,102.05,12,2347.15,Shipped,Small
2332,10169_12,ON108,ON91,CU43,10169,34,115.32000000000001,12,3920.88,Shipped,Medium
2333,10180_7,ON7,ON91,CU7,10180,22,114.3,7,2514.6,Shipped,Small
2334,10190_4,ON289,ON91,CU24,10190,42,85.72,4,3600.24,Shipped,Medium
2335,10211_12,ON10,ON91,CU10,10211,37,109.19000000000001,12,4040.03,Shipped,Medium
2336,10224_5,ON149,ON91,CU7,10224,30,111.23,5,3336.9,Shipped,Medium
2337,10237_5,ON12,ON91,CU12,10237,27,115.32,5,3113.64,Shipped,Medium
2338,10252_9,ON269,ON91,CU10,10252,25,113.28,9,2832.0,Shipped,Small
2339,10264_7,ON276,ON91,CU59,10264,34,97.97,7,3330.98,Shipped,Medium
2340,10276_13,ON116,ON91,CU72,10276,38,113.28000000000002,13,4304.64,Shipped,Medium
2341,10285_4,ON16,ON91,CU16,10285,26,100.01,4,2600.26,Shipped,Small
2342,10299_7,ON17,ON91,CU17,10299,38,115.32,7,4382.16,Shipped,Medium
2343,10309_3,ON18,ON91,CU18,10309,50,84.7,3,4235.0,Shipped,Medium
2344,10319_8,ON150,ON91,CU80,10319,22,119.4,8,2626.8,Shipped,Small
2345,10331_4,ON187,ON91,CU46,10331,32,157.08,4,5026.56,Shipped,Medium
2346,10341_4,ON21,ON91,CU20,10341,31,71.02,4,2201.62,Shipped,Small
2347,10355_5,ON274,ON91,CU24,10355,40,108.17,5,4326.8,Shipped,Medium
2348,10365_3,ON190,ON91,CU51,10365,22,155.69,3,3425.18,Shipped,Medium
2349,10375_15,ON23,ON91,CU15,10375,41,114.68,15,4701.88,Shipped,Medium
2350,10390_12,ON191,ON91,CU40,10390,45,48.98,12,2204.1,Shipped,Small
2351,10403_5,ON25,ON91,CU23,10403,45,115.32,5,5189.4,Shipped,Medium
2352,10106_6,ON223,ON92,CU87,10106,39,40.15,6,1565.85,Shipped,Small
2353,10120_12,ON55,ON92,CU11,10120,49,50.620000000000005,12,2480.38,Shipped,Small
2354,10133_7,ON250,ON92,CU24,10133,27,50.190000000000005,7,1355.13,Shipped,Small
2355,10143_1,ON67,ON92,CU51,10143,34,36.660000000000004,1,1246.44,Shipped,Small
2356,10156_1,ON302,ON92,CU24,10156,20,41.019999999999996,1,820.4,Shipped,Small
2357,10168_13,ON6,ON92,CU6,10168,48,51.93,13,2492.64,Shipped,Small
2358,10199_1,ON303,ON92,CU33,10199,29,38.4,1,1113.6,Shipped,Small
2359,10210_11,ON56,ON92,CU45,10210,43,41.019999999999996,11,1763.86,Shipped,Small
2360,10223_13,ON11,ON92,CU11,10223,41,46.260000000000005,13,1896.66,Shipped,Small
2361,10235_7,ON251,ON92,CU58,10235,41,35.349999999999994,7,1449.35,Shipped,Small
2362,10250_8,ON226,ON92,CU62,10250,36,51.93,8,1869.48,Shipped,Small
2363,10262_3,ON227,ON92,CU24,10262,49,37.97,3,1860.53,Cancelled,Small
2364,10275_13,ON15,ON92,CU15,10275,38,45.39,13,1724.82,Shipped,Small
2365,10284_5,ON229,ON92,CU86,10284,33,51.93,5,1713.69,Shipped,Small
2366,10296_1,ON230,ON92,CU90,10296,26,48.440000000000005,1,1259.44,Shipped,Small
2367,10308_11,ON59,ON92,CU48,10308,47,43.64,11,2051.08,Shipped,Small
2368,10316_3,ON81,ON92,CU60,10316,34,47.57,3,1617.38,Shipped,Small
2369,10328_7,ON279,ON92,CU87,10328,34,51.93,7,1765.62,Shipped,Small
2370,10340_4,ON287,ON92,CU54,10340,40,50.62,4,2024.8,Shipped,Small
2371,10353_8,ON253,ON92,CU89,10353,40,82.21000000000001,8,3288.4,Shipped,Medium
2372,10361_3,ON22,ON92,CU21,10361,33,82.58999999999999,3,2725.47,Shipped,Small
2373,10375_5,ON23,ON92,CU15,10375,49,65.8,5,3224.2,Shipped,Medium
2374,10388_1,ON24,ON92,CU22,10388,27,118.94,1,3211.38,Shipped,Medium
2375,10398_5,ON235,ON92,CU2,10398,49,36.66,5,1796.34,Shipped,Small
2376,10401_7,ON254,ON92,CU13,10401,56,35.35,7,1979.6,On Hold,Small
2377,10416_8,ON236,ON92,CU71,10416,37,51.93,8,1921.41,Shipped,Small
2378,10104_7,ON151,ON93,CU24,10104,33,112.27999999999999,7,3705.24,Shipped,Medium
2379,10115_3,ON163,ON93,CU28,10115,27,105.33,3,2843.91,Shipped,Small
2380,10127_9,ON125,ON93,CU75,10127,46,134.27,9,6176.42,Shipped,Medium
2381,10141_3,ON164,ON93,CU74,10141,44,125.00999999999999,3,5500.44,Shipped,Medium
2382,10151_1,ON165,ON93,CU61,10151,26,123.85,1,3220.1,Shipped,Medium
2383,10165_10,ON128,ON93,CU27,10165,48,94.92,10,4556.16,Shipped,Medium
2384,10176_9,ON129,ON93,CU71,10176,23,135.43,9,3114.89,Shipped,Medium
2385,10184_4,ON166,ON93,CU82,10184,45,109.96,4,4948.2,Shipped,Medium
2386,10195_4,ON167,ON93,CU48,10195,49,105.33,4,5161.17,Shipped,Medium
2387,10207_5,ON94,ON93,CU65,10207,28,94.92,5,2657.76,Shipped,Small
2388,10220_9,ON133,ON93,CU76,10220,37,107.65,9,3983.05,Shipped,Medium
2389,10230_7,ON152,ON93,CU73,10230,34,116.91,7,3974.94,Shipped,Medium
2390,10246_3,ON169,ON93,CU24,10246,22,133.11,3,2928.42,Shipped,Small
2391,10259_2,ON97,ON93,CU66,10259,29,105.33000000000001,2,3054.57,Shipped,Medium
2392,10271_3,ON170,ON93,CU40,10271,34,98.39,3,3345.26,Shipped,Medium
2393,10282_12,ON137,ON93,CU40,10282,38,113.44000000000001,12,4310.72,Shipped,Medium
2394,10292_6,ON171,ON93,CU1,10292,41,121.54,6,4983.14,Shipped,Medium
2395,10305_3,ON99,ON93,CU16,10305,42,109.96,3,4618.32,Shipped,Medium
2396,10314_12,ON140,ON93,CU79,10314,28,121.53999999999999,12,3403.12,Shipped,Medium
2397,10325_4,ON82,ON93,CU18,10325,38,136.59,4,5190.42,Shipped,Medium
2398,10336_8,ON141,ON93,CU63,10336,23,136.59,8,3141.57,Shipped,Medium
2399,10350_8,ON84,ON93,CU24,10350,31,71.4,8,2213.4,Shipped,Small
2400,10359_2,ON85,ON93,CU2,10359,46,106.45,2,4896.7,Shipped,Medium
2401,10371_10,ON143,ON93,CU40,10371,48,56.550000000000004,10,2714.4,Shipped,Small
2402,10383_13,ON246,ON93,CU24,10383,29,106.45,13,3087.05,Shipped,Medium
2403,10395_4,ON88,ON93,CU3,10395,46,123.76,4,5692.96,Shipped,Medium
2404,10412_3,ON172,ON93,CU24,10412,26,133.11,3,3460.86,Shipped,Medium
2405,10425_2,ON103,ON93,CU15,10425,18,105.33,2,1895.94,In Process,Small
2406,10104_2,ON151,ON94,CU24,10104,32,53.31,2,1705.92,Shipped,Small
2407,10117_11,ON124,ON94,CU27,10117,21,49.21,11,1033.41,Shipped,Small
2408,10127_4,ON125,ON94,CU75,10127,46,69.12,4,3179.52,Shipped,Medium
2409,10142_14,ON126,ON94,CU40,10142,42,49.79,14,2091.18,Shipped,Small
2410,10153_13,ON127,ON94,CU24,10153,31,57.410000000000004,13,1779.71,Shipped,Small
2411,10165_5,ON128,ON94,CU27,10165,38,66.78,5,2537.64,Shipped,Small
2412,10176_4,ON129,ON94,CU71,10176,38,64.44,4,2448.72,Shipped,Small
2413,10185_15,ON130,ON94,CU51,10185,20,48.62,15,972.4,Shipped,Small
2414,10196_7,ON131,ON94,CU35,10196,46,62.089999999999996,7,2856.14,Shipped,Small
2415,10208_15,ON132,ON94,CU31,10208,30,65.61,15,1968.3,Shipped,Small
2416,10220_4,ON133,ON94,CU76,10220,30,68.53999999999999,4,2056.2,Shipped,Small
2417,10230_2,ON152,ON94,CU73,10230,43,52.14,2,2242.02,Shipped,Small
2418,10247_4,ON135,ON94,CU74,10247,49,63.85,4,3128.65,Shipped,Medium
2419,10272_4,ON136,ON94,CU19,10272,43,56.82000000000001,4,2443.26,Shipped,Small
2420,10282_7,ON137,ON94,CU40,10282,37,66.78,7,2470.86,Shipped,Small
2421,10292_1,ON171,ON94,CU1,10292,35,55.07,1,1927.45,Shipped,Small
2422,10306_15,ON139,ON94,CU78,10306,34,60.339999999999996,15,2051.56,Shipped,Small
2423,10314_7,ON140,ON94,CU79,10314,38,61.510000000000005,7,2337.38,Shipped,Small
2424,10325_7,ON82,ON94,CU18,10325,44,134.84,7,5932.96,Shipped,Medium
2425,10337_6,ON83,ON94,CU28,10337,21,109.37,6,2296.77,Shipped,Small
2426,10350_17,ON84,ON94,CU24,10350,44,147.52,17,6490.88,Shipped,Medium
2427,10359_4,ON85,ON94,CU2,10359,25,64.93,4,1623.25,Shipped,Small
2428,10372_9,ON155,ON94,CU36,10372,24,58.580000000000005,9,1405.92,Shipped,Small
2429,10383_10,ON246,ON94,CU24,10383,38,60.06,10,2282.28,Shipped,Small
2430,10395_3,ON88,ON94,CU3,10395,45,199.48999999999998,3,8977.05,Shipped,Large
2431,10413_4,ON145,ON94,CU14,10413,51,63.85,4,3256.35,Shipped,Medium
2432,10108_14,ON104,ON95,CU67,10108,34,82.99,14,2821.66,Shipped,Small
2433,10121_1,ON2,ON95,CU2,10121,44,74.85000000000001,1,3293.4,Shipped,Medium
2434,10135_15,ON106,ON95,CU40,10135,44,96.0,15,4224.0,Shipped,Medium
2435,10145_2,ON4,ON95,CU4,10145,38,81.36,2,3091.68,Shipped,Medium
2436,10159_10,ON5,ON95,CU5,10159,31,71.6,10,2219.6,Shipped,Small
2437,10169_10,ON108,ON95,CU43,10169,48,80.55,10,3866.4,Shipped,Medium
2438,10180_5,ON7,ON95,CU7,10180,21,93.56,5,1964.76,Shipped,Small
2439,10190_2,ON289,ON95,CU24,10190,40,66.72,2,2668.8,Shipped,Small
2440,10211_10,ON10,ON95,CU10,10211,40,80.55,10,3222.0,Shipped,Medium
2441,10224_3,ON149,ON95,CU7,10224,50,77.29,3,3864.5,Shipped,Medium
2442,10237_3,ON12,ON95,CU12,10237,20,68.34,3,1366.8,Shipped,Small
2443,10252_7,ON269,ON95,CU10,10252,48,72.41,7,3475.68,Shipped,Medium
2444,10264_5,ON276,ON95,CU59,10264,47,89.5,5,4206.5,Shipped,Medium
2445,10276_11,ON116,ON95,CU72,10276,21,70.78,11,1486.38,Shipped,Small
2446,10285_2,ON16,ON95,CU16,10285,39,78.92,2,3077.88,Shipped,Medium
2447,10299_5,ON17,ON95,CU17,10299,44,80.55,5,3544.2,Shipped,Medium
2448,10309_1,ON18,ON95,CU18,10309,28,88.67999999999999,1,2483.04,Shipped,Small
2449,10319_6,ON150,ON95,CU80,10319,45,77.29,6,3478.05,Shipped,Medium
